email,username,password_hash,full_name,phone,avatar,department_name,position,bio,preferences,is_active_user,is_admin,last_login,failed_login_attempts,locked_until,last_password_change,role_id,department_id,id,created_at,updated_at,is_deleted
user12@nexus.com,xia9012,scrypt:32768:8:1$eubgxI4vJDFEu636$7c666c21a9449ae8ab07186ece633ea860b038608148755f94ab92ba8fc356aff2c13ec8ffb100bd24f73e97fdf7172956842c64d86ade75c8a101d4f47f683b,,,https://ui-avatars.com/api/?name=U12&background=random,,,,,1,0,,0,,2025-11-25 20:23:02,3,10,14,2025-11-25 20:23:02.242263,2025-11-25 20:23:02.242264,0
user13@nexus.com,qiang4213,scrypt:32768:8:1$OSPW5v2GaHpAWWlJ$82387470011bf7070a3e3cedf5c9e236b45bfce31d771e8ccafa3fa23b0aed7f3c3b07f02e8bae149fbd8194f36ccca31aa7efa19b29dfce1491495d6a6f986b,,,https://ui-avatars.com/api/?name=U13&background=random,,,,,1,0,,0,,2025-11-25 20:23:02,2,9,15,2025-11-25 20:23:02.242265,2025-11-25 20:23:02.242266,0
user14@nexus.com,ldeng14,scrypt:32768:8:1$SbgEB1mcOboWV8L5$673e2418dc1ebc7ad2788c66bd0318861fdb85afada6b06f1066c0608f659bc8dddfca9621ddbe1a97c07e51f1f8210a8e43fc1a1462bb44e032f9df6c5423a8,,,https://ui-avatars.com/api/?name=U14&background=random,,,,,1,0,,0,,2025-11-25 20:23:02,3,2,16,2025-11-25 20:23:02.242268,2025-11-25 20:23:02.242269,0
user15@nexus.com,mingyin15,scrypt:32768:8:1$kx2wXI7TGa9FQpgn$721118a47e40b969558b9a7e07eb317b4588492439cab92b052aeb4120af755cad2d149cce7c66c5d0cd79cbdbe8df40e6b536e1d4e05f6523357ae2111d9446,,,https://ui-avatars.com/api/?name=U15&background=random,,,,,1,0,,0,,2025-11-25 20:23:02,3,5,17,2025-11-25 20:23:02.242270,2025-11-25 20:23:02.242271,0
user16@nexus.com,hwei16,scrypt:32768:8:1$S0DL14KHNPP5FoN2$fabe0cab37f6a77bef3310446e739bf2477175f0cbbfef8fde7dec3f94d135a348e20beb27bd4d6ef59ed0aa77c73687110ab00bd52ad0598ac3c4711091f898,,,https://ui-avatars.com/api/?name=U16&background=random,,,,,1,0,,0,,2025-11-25 20:23:02,3,4,18,2025-11-25 20:23:02.242273,2025-11-25 20:23:02.242274,0
user17@nexus.com,leichen17,scrypt:32768:8:1$kLJW71HD1QbUEaHI$0c696df0828021ad81efecc5a597af15dbf8f5ba95ff7e0dd6b884b901476ab5f7d871ad9d7362e0662f4aab39cdc08c9f630e5f3d7832ce6cd2ff6972822568,,,https://ui-avatars.com/api/?name=U17&background=random,,,,,1,0,,0,,2025-11-25 20:23:02,2,4,19,2025-11-25 20:23:02.242275,2025-11-25 20:23:02.242276,0
user18@nexus.com,qmo18,scrypt:32768:8:1$xzgARzyRhqC97FFq$1832791dfa2d90ff0f36ae1cc684475a61b0e46e88d5780d9a9229fc8b3ed9b7315896131e6428fed3a4081c900816b3d959db18b10daf2351451253e5d18f58,,,https://ui-avatars.com/api/?name=U18&background=random,,,,,1,0,,0,,2025-11-25 20:23:02,3,4,20,2025-11-25 20:23:02.242278,2025-11-25 20:23:02.242279,0
user19@nexus.com,minbai19,scrypt:32768:8:1$cUEtMCqR7kGqvfnw$024ae875c7fec36e04d86c996a67af6e8e346ce7209fa28cc1c020cb21b24220a39ba858f5ca2946e5de7c9752eb6e1420d2d91bf6e6d99d3841ed83359895c2,,,https://ui-avatars.com/api/?name=U19&background=random,,,,,1,0,,0,,2025-11-25 20:23:02,2,6,21,2025-11-25 20:23:02.242280,2025-11-25 20:23:02.242281,0
user20@nexus.com,eyuan20,scrypt:32768:8:1$j8zhlDmFbhIH6miH$fa6107a78dba393cf322e3b1d8e2abe14e8e527c3f53859d036e75b29cffea43e5d52fd4fd793a05ba85332df2dcfd889b61edb1d85327c21e0a77634c1dc1c0,,,https://ui-avatars.com/api/?name=U20&background=random,,,,,1,0,,0,,2025-11-25 20:23:02,3,3,22,2025-11-25 20:23:02.242283,2025-11-25 20:23:02.242284,0
user21@nexus.com,dzhao21,scrypt:32768:8:1$BtJgWqJ0fGdTJbGK$1bb96790c57d9cd683395d1f8814acb018de297449799c086188b038fc2d7e276443c251ce0d5010ea440834af036b1f467d7f1b5625c2836abf06d0998a0c01,,,https://ui-avatars.com/api/?name=U21&background=random,,,,,1,0,,0,,2025-11-25 20:23:02,2,10,23,2025-11-25 20:23:02.242285,2025-11-25 20:23:02.242286,0
user22@nexus.com,yong9122,scrypt:32768:8:1$rMderk4B32YJkiwb$9744d0641e23cd6cb50d3c86e2cfda98a3a2fa4b0d5024fd910f4bce10613dc412790d499f2ef269be0d8902b15e14d9429c020bfeaaeb5de01e367360fc9e5f,,,https://ui-avatars.com/api/?name=U22&background=random,,,,,1,0,,0,,2025-11-25 20:23:02,3,7,24,2025-11-25 20:23:02.242288,2025-11-25 20:23:02.242289,0
user23@nexus.com,yigang23,scrypt:32768:8:1$6ffVVPYysNIABsQb$8ac53239df16a839a5654492c11bd8e4478d6662616b3124f36f24d6d1b3ecabf10ff5f4483ef7c37c0b06650ba5abadfcb3f1dff0c646c5279840ffecd75b15,,,https://ui-avatars.com/api/?name=U23&background=random,,,,,1,0,,0,,2025-11-25 20:23:02,2,5,25,2025-11-25 20:23:02.242290,2025-11-25 20:23:02.242291,0
user24@nexus.com,fzeng24,scrypt:32768:8:1$EC7OV2aDa12o70gz$f08995f83caf725ea6be661ee0fa3cb5fa0fc36d0a6e007afff9e2ce944c53db4beabbff20e8f48cf6650497095ddf0a8fedb5509904463e6bcda19cbce9d346,,,https://ui-avatars.com/api/?name=U24&background=random,,,,,1,0,,0,,2025-11-25 20:23:02,3,8,26,2025-11-25 20:23:02.242293,2025-11-25 20:23:02.242294,0
user25@nexus.com,chenming25,scrypt:32768:8:1$x2dCMfw7YtsrsuWf$0d37ab18baf9229f46558f369fc685dbdc7b0ddab318134086a14e937025c977c6fb3047c04549968a71895fec80e3fd704b56bb8b7f53b17a64371bc58333a0,,,https://ui-avatars.com/api/?name=U25&background=random,,,,,1,0,,0,,2025-11-25 20:23:02,2,1,27,2025-11-25 20:23:02.242295,2025-11-25 20:23:02.242296,0
user26@nexus.com,khe26,scrypt:32768:8:1$eIY8rQiSXwlLU2VO$7eb9df35175087745be2e0ec6ab563cb088c971da199500b4e39920da37137fcfa185da55a1e654faabcb765cdb49af805645c21bd7cb7d80f73e1597cac8e9c,,,https://ui-avatars.com/api/?name=U26&background=random,,,,,1,0,,0,,2025-11-25 20:23:02,2,4,28,2025-11-25 20:23:02.242298,2025-11-25 20:23:02.242299,0
user27@nexus.com,esong27,scrypt:32768:8:1$MY7WLJLG4S9w89Ab$381f72503ae7cbe6cf02d2b72b97043137aaf8de3c6e1a7072f4d43b61182a8261a3801df6420982fb9a9b42f1c27f74c8de9214d188ed12fbdca5f7c9197c0b,,,https://ui-avatars.com/api/?name=U27&background=random,,,,,1,0,,0,,2025-11-25 20:23:02,3,10,29,2025-11-25 20:23:02.242301,2025-11-25 20:23:02.242302,0
user28@nexus.com,fangjie28,scrypt:32768:8:1$fZImoTZFzMLgjE4y$6011b0cdd0b5f6e226ba1159fa62605dd5cddc3f604ab579fe673ca5b503982ff5816dc296da347cae49176fa1b9261845efca0db9fb98b6e8c6e4799dccb9c9,,,https://ui-avatars.com/api/?name=U28&background=random,,,,,1,0,,0,,2025-11-25 20:23:02,3,7,30,2025-11-25 20:23:02.242304,2025-11-25 20:23:02.242305,0
user29@nexus.com,jing9929,scrypt:32768:8:1$T2PZfqVeO6XPutYj$619de242b36e7ec6f9429efce9b4ea7eb7494c70d7c1bbe204fc6e9e61e18d80a37dcc20fc3004387891812d4d3514b92ee91835bda088ea3f0b64344667a288,,,https://ui-avatars.com/api/?name=U29&background=random,,,,,1,0,,0,,2025-11-25 20:23:02,3,9,31,2025-11-25 20:23:02.242306,2025-11-25 20:23:02.242307,0
user30@nexus.com,taozhu30,scrypt:32768:8:1$5pICRCuY6vREvefB$af7bceff7c089e1987ebfd0aa89bf9d84dee61271460ca2238e489cd7c554ce0d7c62625a321f0764a122448f56e45818e7df7b74d51c4efbb840f6958a35030,,,https://ui-avatars.com/api/?name=U30&background=random,,,,,1,0,,0,,2025-11-25 20:23:02,3,1,32,2025-11-25 20:23:02.242309,2025-11-25 20:23:02.242310,0
user31@nexus.com,cmeng31,scrypt:32768:8:1$bgxYr988uzWppNI9$127f0e14bb5bfc284a91a2bf68b562e4cbee636b072aafb068e38ae8f0c3deb7c3f63a189ef8b502904fa8fbc883fa552538750d0aee03e449fa17a24ef58db0,,,https://ui-avatars.com/api/?name=U31&background=random,,,,,1,0,,0,,2025-11-25 20:23:02,3,6,33,2025-11-25 20:23:02.242311,2025-11-25 20:23:02.242312,0
user32@nexus.com,xiulanzou32,scrypt:32768:8:1$JTS7vrjn6C1iOLpN$7af3ec07faba292ff93e9f34235a3e2acddb9ad2e2cf1c1715fc042094f32fb136c9253ea944c71cb54de9339de13ec5ad2f110e5a5060cde318ef16ac87645d,,,https://ui-avatars.com/api/?name=U32&background=random,,,,,1,0,,0,,2025-11-25 20:23:02,3,8,34,2025-11-25 20:23:02.242314,2025-11-25 20:23:02.242315,0
user33@nexus.com,jingduan33,scrypt:32768:8:1$rV8dDmP8Fw9bYqv3$1e763b3b101ead6926cbe0bb53114911e3b3a73938011ba1e7b5430423be68e2f3d3bb126a44583891feb5bb4f330c6de2ef0fe32dec2aee4e3c43931a45d827,,,https://ui-avatars.com/api/?name=U33&background=random,,,,,1,0,,0,,2025-11-25 20:23:02,2,4,35,2025-11-25 20:23:02.242316,2025-11-25 20:23:02.242317,0
user34@nexus.com,maxia34,scrypt:32768:8:1$p2MAKHEpRGBpZiX4$5edf417621b765ca135397fb4e7c2a0715611d89e6cf88f2460c496065da6e037e662b413d9bd4658f8db10cf024dc794e5b14329d626fef40301fa9b3442841,,,https://ui-avatars.com/api/?name=U34&background=random,,,,,1,0,,0,,2025-11-25 20:23:02,2,7,36,2025-11-25 20:23:02.242319,2025-11-25 20:23:02.242320,0
user35@nexus.com,chaodu35,scrypt:32768:8:1$zx4F3ZIfSN4iv6w0$cb3b78a44d4a4569379ce82fa578fd339a882b03c4c882d9c16cb4f03e4859bf1c27d58a37b51de6fe711b80165c63968a7b63db4053df1f4cf3d74f67dd3554,,,https://ui-avatars.com/api/?name=U35&background=random,,,,,1,0,,0,,2025-11-25 20:23:02,2,3,37,2025-11-25 20:23:02.242321,2025-11-25 20:23:02.242322,0
user36@nexus.com,pzhu36,scrypt:32768:8:1$EifOzwy317G3Zk3R$5ddd6badf87e06f51804ace28fcdc749d5eff54d78ef900e6e5499b573835b7ec05441b26fe203ff315d86d87a62324a82efeaf5118e63a5c96c38a09bb46e38,,,https://ui-avatars.com/api/?name=U36&background=random,,,,,1,0,,0,,2025-11-25 20:23:02,2,8,38,2025-11-25 20:23:02.242324,2025-11-25 20:23:02.242325,0
user37@nexus.com,yanzhang37,scrypt:32768:8:1$q9QRka7jnEiGzjBg$1c74c5c73d45e76f2ef375f4eecb9ce731882aacd3e2ae548d6587087f9a55877b902cc7f53b2263be6613b7693a6833203514cfd3c914f33b68ccdd39a2dca2,,,https://ui-avatars.com/api/?name=U37&background=random,,,,,1,0,,0,,2025-11-25 20:23:02,3,4,39,2025-11-25 20:23:02.242326,2025-11-25 20:23:02.242327,0
user38@nexus.com,qinjuan38,scrypt:32768:8:1$BgwcfuYP0wsEIYDf$042427c909c602088579f0b432776f14dd8452935f2c8795166b95e639d115a6a51124628ee25fb56c3e78acc49b7e4efbb0c33f0b391c392debb6bb155286f8,,,https://ui-avatars.com/api/?name=U38&background=random,,,,,1,0,,0,,2025-11-25 20:23:02,2,9,40,2025-11-25 20:23:02.242329,2025-11-25 20:23:02.242330,0
user39@nexus.com,vlai39,scrypt:32768:8:1$tUBf4pAvxZKKPRVa$6be291282cc1e5d30bdf64c4a46454bf4110d351e2ee1ad957d935fb084c07c982560caece0673fff298cd665760c776f7adee5754f4025d5b9382584ed7499d,,,https://ui-avatars.com/api/?name=U39&background=random,,,,,1,0,,0,,2025-11-25 20:23:02,2,9,41,2025-11-25 20:23:02.242331,2025-11-25 20:23:02.242332,0
user40@nexus.com,li8640,scrypt:32768:8:1$YWG5mHxB4kSkD4h5$bdb81d73e603c57121ef44fd3fc20286a84ea0e2836ba62e9a823409b7138de9960431265942913faa4d57af696e140f338eeaefa51ca4bbf39619d343ad39a8,,,https://ui-avatars.com/api/?name=U40&background=random,,,,,1,0,,0,,2025-11-25 20:23:02,3,9,42,2025-11-25 20:23:02.242334,2025-11-25 20:23:02.242335,0
user41@nexus.com,fang2641,scrypt:32768:8:1$AQ65GOxH2NkrHxc8$c3df32fab8e5178bd03901ecf6aa9976e5184bc7aacb21497a76c6d43301b0734ed30210951882d26bcd310f90dea0cc0a43bb07954535c91a890bbd25289646,,,https://ui-avatars.com/api/?name=U41&background=random,,,,,1,0,,0,,2025-11-25 20:23:02,2,10,43,2025-11-25 20:23:02.242336,2025-11-25 20:23:02.242337,0
user42@nexus.com,jqiao42,scrypt:32768:8:1$L1krmkVYz37vuwbI$eb48ae5b05e9b7df9041a848b231ab5fffde5df133b20e9f71f6462d108c96807170a68d99f545a5716cc71658eab27f69d63c53240557692fbf8bb7d1d2de57,,,https://ui-avatars.com/api/?name=U42&background=random,,,,,1,0,,0,,2025-11-25 20:23:02,3,5,44,2025-11-25 20:23:02.242339,2025-11-25 20:23:02.242340,0
user43@nexus.com,mingwen43,scrypt:32768:8:1$hJw0IimBNYgvwGiI$377295398aef820697e182c7aaf3b0e758a8d321ef6c07d5961ba7b4c9c3ae8f896f780e4a712ecaa14f239d55f97d1f9e4248fb65ac6d3a1c1757356eb0a874,,,https://ui-avatars.com/api/?name=U43&background=random,,,,,1,0,,0,,2025-11-25 20:23:02,2,1,45,2025-11-25 20:23:02.242341,2025-11-25 20:23:02.242342,0
user44@nexus.com,jing7044,scrypt:32768:8:1$u1nVs8DRhdqA9WB2$675b57b113b73c4a1964741227748c810d10966e19ade47b4c1923b02afc4f8bbdbc31289ea391ae07385abbb16aa68236442ec342d237990e753e182db73efb,,,https://ui-avatars.com/api/?name=U44&background=random,,,,,1,0,,0,,2025-11-25 20:23:02,2,9,46,2025-11-25 20:23:02.242344,2025-11-25 20:23:02.242345,0
user45@nexus.com,ywen45,scrypt:32768:8:1$sLw8mbSkeGj3lpKD$f8756c89416ee2d333eebc00edf0b9c684c803df6abc857fe43cc106049d4d28721a6614765625ec0b1ddee820cf31be3d89a7c169c56893adb92866bd5a5b99,,,https://ui-avatars.com/api/?name=U45&background=random,,,,,1,0,,0,,2025-11-25 20:23:02,3,4,47,2025-11-25 20:23:02.242346,2025-11-25 20:23:02.242347,0
user46@nexus.com,gongjun46,scrypt:32768:8:1$NPb05oSMpP21FyUg$98afee8b49ce233f64c9b17f855c131406e37045e81c26a4fb79fe94f69e6587a925dc785c1098ec0945d458e6667477441483efea322dd24c78657355053c88,,,https://ui-avatars.com/api/?name=U46&background=random,,,,,1,0,,0,,2025-11-25 20:23:02,3,6,48,2025-11-25 20:23:02.242349,2025-11-25 20:23:02.242350,0
user47@nexus.com,gmo47,scrypt:32768:8:1$GIKSeTRj8z8TIGfD$9c2ae7edf0329347dadb15c7f00470a95108f4a3c48657a182e7670bf72fb95ace37cee0f783a35f6697e7498fdbf13126ca39f4a506a1622f9ec163b2f0b0e1,,,https://ui-avatars.com/api/?name=U47&background=random,,,,,1,0,,0,,2025-11-25 20:23:02,3,9,49,2025-11-25 20:23:02.242351,2025-11-25 20:23:02.242352,0
user48@nexus.com,weilai48,scrypt:32768:8:1$Ks3jw74ybOvy1PNU$1a5b8f28068dc0c955f15f6ac7e9fe5d91e62330cc350775635353213e18b440586eed095e08da97b16765e6c0479f35d485fc1137df5c9d9423a137f5c46897,,,https://ui-avatars.com/api/?name=U48&background=random,,,,,1,0,,0,,2025-11-25 20:23:02,3,7,50,2025-11-25 20:23:02.242354,2025-11-25 20:23:02.242355,0
user49@nexus.com,gangxue49,scrypt:32768:8:1$5qGufBwCkrfJBDp7$1fb6c157ffb0eb858831c6e6f91fd4d6ba52e114665e4abc20de7e9622559e2b81d93ef55aba5d0c1b901a3b17a40996460f76ea4b795bcb6daeca785216d701,,,https://ui-avatars.com/api/?name=U49&background=random,,,,,1,0,,0,,2025-11-25 20:23:02,3,2,51,2025-11-25 20:23:02.242356,2025-11-25 20:23:02.242357,0
user50@nexus.com,lixu50,scrypt:32768:8:1$hdSTZDpZok2Atq5Y$d2de26d0c9e1842528af2fa665030b46b972258bcf0a966a1722991e2c165f6a50da8bf7c6dfc6eebed56cacdd04b813982d75ab67082238d941d579bf16e436,,,https://ui-avatars.com/api/?name=U50&background=random,,,,,1,0,,0,,2025-11-25 20:23:02,3,8,52,2025-11-25 20:23:02.242359,2025-11-25 20:23:02.242360,0
user51@nexus.com,zoumin51,scrypt:32768:8:1$6ua4HKPNhme8QN22$f3e1b6feb2a74dce7754ff3af2056b18d7f0337a7d3ccadf8e6ac6c84742ea255d17ec03081ca963cdfc2a6ad72f8f83d7a01cfb520edaffab230eab887c3eee,,,https://ui-avatars.com/api/?name=U51&background=random,,,,,1,0,,0,,2025-11-25 20:23:02,2,8,53,2025-11-25 20:23:02.242361,2025-11-25 20:23:02.242362,0
user52@nexus.com,min4352,scrypt:32768:8:1$hLQ2DN6LBMXWg8Qy$362382b93cc202d8d59d65e3ce8dab2316b59d97d2c79c63442c8e7c0c1aaf4a322231b823c3c94062facb12c02ca88e7dbfe83665551ad9817af481fb4bc195,,,https://ui-avatars.com/api/?name=U52&background=random,,,,,1,0,,0,,2025-11-25 20:23:02,2,5,54,2025-11-25 20:23:02.242364,2025-11-25 20:23:02.242365,0
user53@nexus.com,zzeng53,scrypt:32768:8:1$FoYVxU4CA465Fie5$6107f85917e97ef106685b311d4bf51543d97f5f8262012ad048ff9d3da9a4e507e1b6d3ab712569199f9663a560ef6ce5e4cbf21ffcb56e4e32fdbb2f0aa248,,,https://ui-avatars.com/api/?name=U53&background=random,,,,,1,0,,0,,2025-11-25 20:23:02,2,9,55,2025-11-25 20:23:02.242366,2025-11-25 20:23:02.242367,0
user54@nexus.com,yongdeng54,scrypt:32768:8:1$3gRoqbIoY5Kj7lJd$07e7c89d30cd3825d39a9979256362575b144e576480b338d710fcfe6579a552688130ec653bfda941af8bfb05c5f7e338bd3f33b0641365378b7a2abe2890e2,,,https://ui-avatars.com/api/?name=U54&background=random,,,,,1,0,,0,,2025-11-25 20:23:02,3,3,56,2025-11-25 20:23:02.242369,2025-11-25 20:23:02.242370,0
user55@nexus.com,shaolei55,scrypt:32768:8:1$TZqAOnQlFJjKSGr8$14f3402827b8f0565a1f8b3e1a0e557c7e86db9deca09cf6f1177b6845d23c6fe0b7567e46b8d218bcea321ddf0fcc21ecbd448d885971d61d2ca2ed370613b5,,,https://ui-avatars.com/api/?name=U55&background=random,,,,,1,0,,0,,2025-11-25 20:23:02,2,2,57,2025-11-25 20:23:02.242371,2025-11-25 20:23:02.242372,0
user56@nexus.com,ping1056,scrypt:32768:8:1$ENVFBkbb5irvEVms$0bc47f61f74e6e699d9abf943ca77b799c7acc222c26c9f58947074fbb7d07a9713aa19b1d966d59cfb8469fdef5088c36a300b57af90589b1ac889abc63ebe6,,,https://ui-avatars.com/api/?name=U56&background=random,,,,,1,0,,0,,2025-11-25 20:23:02,3,2,58,2025-11-25 20:23:02.242374,2025-11-25 20:23:02.242375,0
user57@nexus.com,guiyingxue57,scrypt:32768:8:1$fNi8vuIHmmzEjXj4$1c4431646b1a0c147b43b64dda8bc7304938203fec5d57d8ee5a79aa2b99d6ddd35d389b39848ee20ffb32373b5e57467ffeba0e9afdd6d0200e70ed239e6536,,,https://ui-avatars.com/api/?name=U57&background=random,,,,,1,0,,0,,2025-11-25 20:23:02,3,3,59,2025-11-25 20:23:02.242376,2025-11-25 20:23:02.242377,0
user58@nexus.com,lei9358,scrypt:32768:8:1$1wibHJNSnHQ3yIya$5be4b25f6115f91cdc091fdfe4f4aed2d0bf20e75d5d0ae529bdc27c679472318f255f8a5fb2b1fb1e768f83a7924be696ff5d6a5656c47e5a70038a2a795ddb,,,https://ui-avatars.com/api/?name=U58&background=random,,,,,1,0,,0,,2025-11-25 20:23:02,2,3,60,2025-11-25 20:23:02.242379,2025-11-25 20:23:02.242380,0
user59@nexus.com,bhu59,scrypt:32768:8:1$H5MsLvyAqHWPWQRG$705d2732ebfabfbf7eb7d0ba03c5c5c2a1539805c6da0d2a3462e86f2c7bf68e44ec9d156aa5cc1a6884d08f313fb6a46374a1a45214a11baca7ab6e79ccc4bc,,,https://ui-avatars.com/api/?name=U59&background=random,,,,,1,0,,0,,2025-11-25 20:23:02,3,8,61,2025-11-25 20:23:02.242381,2025-11-25 20:23:02.242382,0
user60@nexus.com,leiliang60,scrypt:32768:8:1$OsuWG0AMcmWvYIOn$ccbc691f63ba8eba995cf869a2227b934d1e8601758e97fdea6912bd73bf50d19df1c2d2e7728fd0c182dc56a413cb950fe097da6d1bac24885b80c594f5f1f8,,,https://ui-avatars.com/api/?name=U60&background=random,,,,,1,0,,0,,2025-11-25 20:23:02,3,7,62,2025-11-25 20:23:02.242383,2025-11-25 20:23:02.242384,0
user61@nexus.com,xiangping61,scrypt:32768:8:1$wbYk7zK2IqYhNiHf$3a9adbd812ab619f8249a29c04dd8d4f07901406ab4c720fa122ca426c5c3d25bccc0d3ea6bead52944c5849e7179df66bfceefd056f5f4dd2cce262ad8939f3,,,https://ui-avatars.com/api/?name=U61&background=random,,,,,1,0,,0,,2025-11-25 20:23:02,2,9,63,2025-11-25 20:23:02.242386,2025-11-25 20:23:02.242387,0
